Longitude,Latitude
-68.30257173,-67.52952633
-68.30252809,-67.5293303
-68.30232747,-67.52904725
-68.30215444,-67.52857902
-68.30198217,-67.52826871
-68.3019102,-67.52809994
-68.30202356,-67.52799094
-68.30227861,-67.5277457
-68.30267609,-67.52752214
-68.30290279,-67.52730414
-68.30292962,-67.52696103
-68.30280023,-67.52668882
-68.3023431,-67.52633515
-68.30201388,-67.52593783
-68.30172828,-67.52573652
-68.30161345,-67.52552966
-68.30152696,-67.52529554
-68.30139833,-67.52518127
-68.30094199,-67.52498553
-68.30058521,-67.52477338
-68.30004315,-67.52450145
-68.29981353,-67.52408772
-68.29917123,-67.52367426
-68.29867064,-67.52312456
-68.29781407,-67.52252064
-68.29685801,-67.52193312
-68.29643635,-67.52182195
-68.2962444,-67.52161113
-68.29541699,-67.52113787
-68.29420463,-67.52047971
-68.29247951,-67.51968026
-68.29128249,-67.51924534
-68.29004333,-67.51893025
-68.28874687,-67.51851171
-68.28683818,-67.51796827
-68.28470218,-67.51748484
-68.28259464,-67.51697413
-68.28050166,-67.51652874
-68.27836652,-67.51620315
-68.27661508,-67.51574663
-68.27496379,-67.51543163
-68.27491767,-67.51544933
-68.27475029,-67.51539906
-68.27375398,-67.51524708
-68.27301398,-67.51516577
-68.27187536,-67.51499207
-68.27122045,-67.51482901
-68.27043716,-67.51455166
-68.269526,-67.51431793
-68.26887113,-67.51415487
-68.26810232,-67.51394284
-68.26694888,-67.51354584
-68.26608059,-67.51335019
-68.26534068,-67.51326883
-68.26489981,-67.51329626
-68.26413154,-67.51324214
-68.2632777,-67.51311181
-68.26226716,-67.51289442
-68.26135616,-67.51266064
-68.26024613,-67.51245961
-68.25902264,-67.51236753
-68.25829676,-67.51219356
-68.25788385,-67.5120358
-68.25732866,-67.51185632
-68.25671672,-67.5117313
-68.25603407,-67.51175335
-68.25516635,-67.51171556
-68.25418473,-67.5116288
-68.25281902,-67.51151494
-68.25152448,-67.51141194
-68.25058564,-67.51136325
-68.2496328,-67.51140715
-68.24873673,-67.51139656
-68.24737142,-67.51144058
-68.24603449,-67.51145734
-68.24600539,-67.51147428
-68.24593496,-67.51147371
-68.24474031,-67.5115122
-68.24357404,-67.51152345
-68.24213757,-67.51155655
-68.24108518,-67.51161675
-68.24017505,-67.51169869
-68.23926521,-67.51193855
-68.23844054,-67.5120967
-68.23784333,-67.51219488
-68.23740273,-67.51238015
-68.23706166,-67.51254905
-68.23652151,-67.51275068
-68.23556884,-67.51295241
-68.23458776,-67.51318137
-68.23394777,-67.51324142
-68.23323689,-67.51344853
-68.23288169,-67.51371
-68.23246967,-67.51402595
-68.23227081,-67.51421659
-68.23197265,-67.51458152
-68.23188766,-67.51482115
-68.2316463,-67.51513161
-68.23140493,-67.51544207
-68.23134835,-67.51565447
-68.23112106,-67.51587235
-68.23085103,-67.51605211
-68.23038188,-67.5162646
-68.22988431,-67.51650432
-68.22935831,-67.51677127
-68.22863317,-67.51707093
-68.2283479,-67.51720517
-68.22832037,-67.51721258
-68.22736765,-67.51757219
-68.22644331,-67.51790456
-68.22581767,-67.51818785
-68.22533412,-67.51833498
-68.22495013,-67.51846574
-68.2243813,-67.51869457
-68.22398318,-67.51891791
-68.22392651,-67.51913031
-68.22411173,-67.51934811
-68.22469545,-67.51965842
-68.22499457,-67.51992521
-68.22569241,-67.52044244
-68.22603428,-67.52074734
-68.22680313,-67.52111752
-68.22714503,-67.52142242
-68.22772906,-67.52189065
-68.22826766,-67.52222889
-68.2287112,-67.52257515
-68.22899701,-67.52296868
-68.22953882,-67.52371465
-68.23009477,-67.52436804
-68.23057958,-67.52501055
-68.23069396,-67.52537541
-68.23097937,-67.52589271
-68.23106535,-67.5262848
-68.23127959,-67.52679122
-68.23143676,-67.52719419
-68.23167945,-67.52767338
-68.23190781,-67.52808722
-68.23233541,-67.52846834
-68.23236433,-67.52875697
-68.23219377,-67.52892039
-68.23210873,-67.52916003
-68.23220883,-67.52945954
-68.23232302,-67.52966646
-68.2320385,-67.52978089
-68.23156859,-67.52967752
-68.23097041,-67.52945981
